"word","eng_level","count"
"enterprise","B2",56414984
"entire","B1",56284017
"educational","A2",56282937
"leading","B1",56201501
"metal","A2",56181783
"positive","B1",56132270
"fitness","B1",56063953
"opinion","A2",56038634
"football","A1",55972678
"abstract","B1",55951880
"output","B2",55819696
"likely","A2",55669441
"develop","A2",55611036
"alternative","B1",55502123
"responsibility","B1",55448425
"resolution","B2",55429399
"guest","A1",55293215
"publication","B2",55199085
"pass","A2",55189682
"trust","B2",55157142
"trust","A2",55157142
"van","B1",55147325
"session","B1",55143498
"photography","A2",55083965
"republic","B1",55051644
"vacation","A1",54946412
"century","A2",54929645
"academic","B1",54886061
"assistance","B1",54831021
"skin","B1",54789622
"graphics","B1",54781266
"expected","B2",54346724
"ring","A2",54342432
"ring","A1",54342432
"grade","A1",54275130
"grade","B2",54275130
"dating","B1",54274405
"pacific","A2",54257643
"mountain","A1",54170529
"pop","A1",54140138
"pop","B2",54140138
"filter","B1",54106694
"vehicle","B1",54079229
"consider","A2",54062139
"northern","B1",53876176
"behind","A1",53824933
"behind","C1",53824933
"panel","B2",53784382
"floor","A1",53759851
"match","A1",53532481
"match","B1",53532481
"proposed","B2",53512775
"require","B1",53495303
"outdoor","B1",53462150
"deep","B2",53447410
"deep","A2",53447410
"morning","A1",53444032
"otherwise","B1",53406486
"rest","B1",53312008
"plant","A2",53247607
"plant","B1",53247607
"hit","B1",53171478
"hit","A2",53171478
"transportation","B1",53122840
"pool","A1",53046994
"politics","B1",53007762
"partner","A1",52979810
"faculty","B2",52815755
"fish","A1",52756224
"fish","B1",52756224
"membership","B1",52738089
"mission","B1",52716319
"eye","A1",52688696
"string","A2",52681344
"sense","A2",52629633
"sense","B2",52629633
"pack","A2",52556205
"stage","A1",52518330
"internal","B1",52515245
"goods","B1",52507183
"unless","B1",52436419
"detailed","B2",52396856
"race","B1",52297214
"background","A2",52214134
"target","A2",52199865
"except","A2",52183597
"character","A1",52028227
"maintenance","B1",52006621
"ability","A2",52004289
"maybe","A1",51895609
"moving","B2",51765877
"pretty","A1",51621090
"pretty","A2",51621090
"southern","B1",51536707
"yourself","A1",51531914
"winter","A1",51483174
"rape","B2",51454053
"battery","A2",51449559
"battery","C1",51449559
"youth","A2",51426255
"pressure","A2",51407261
"debt","B1",51349877
"medium","B1",51330557
"television","A1",51304347
"interested","A1",51282170
"core","B2",51244541
"break","A2",51242970
"break","A1",51242970
"throughout","B1",51160616
"dance","A1",51147967
"wood","A2",51130555
"itself","A2",51076716
"fee","A2",50931988
"studio","B1",50913495
"reader","A1",50887864
"virtual","B1",50843671
"device","B1",50819909
"rent","A2",50767076
"remote","A2",50683428
"dark","A1",50669807
"programming","B2",50630393
"external","B2",50604732
"apple","A1",50551171
"regarding","B1",50409715
"theory","B1",50276653
"enjoy","A1",50141455
"remove","B1",50036200
"aid","B1",50022454
"surface","B1",50022259
"minimum","B1",50001652
"visual","B1",49969150
"host","A2",49918570
"variety","B1",49844591
"manual","B2",49698346
"block","A1",49694725
"block","B1",49694725
"repair","A2",49513286
"fair","A1",49510931
"fair","B1",49510931
"civil","B1",49495349
"steel","B1",49452604
"understanding","B2",49391366
"fixed","B2",49215402
"wrong","A1",49156828
"wrong","A2",49156828
"beginning","A2",49148844
"finally","A2",48999091
"desktop","B2",48850257
"sector","B2",48746882
"capacity","B1",48726947
"jersey","C1",48658750
"fat","A1",48646296
"fat","B2",48646296
"fully","A2",48616832
"father","A1",48580528
"electric","A2",48562078
"saw","A1",48544776
"saw","B2",48544776
"officer","A1",48483165
"driver","A1",48463463
"dead","A2",48384167
"respect","B1",48329678
"unknown","A2",48325930
"restaurant","A1",48255033
"trip","A1",48175593
"trip","B2",48175593
"worth","B1",48075237
"poor","A1",48053008
"teacher","A1",48002944
"relationship","B1",47959756
"farm","A1",47934860
"peace","A1",47856201
"traditional","A2",47847595
"campus","A2",47827531
"creative","A2",47737474
"coast","A2",47716394
"coast","B1",47716394
"benefit","B1",47703520
"benefit","B2",47703520
"progress","B1",47674782
"progress","B2",47674782
"grant","B1",47609624
"agree","A1",47500911
"fiction","A2",47449450
"hear","A1",47426506
"sometimes","B1",47402973
"beyond","A2",47315243
"museum","A2",47195123
"themselves","A2",47176048
"fan","A1",47045446
"transport","B1",47041301
"transport","B2",47041301
"interesting","A1",46983244
"wife","A1",46946408
"evaluation","B2",46929581
"former","B1",46917563
"ten","A1",46907473
"zone","A2",46897368
"complex","B1",46865979
"cat","A1",46839855
"die","A2",46745446
"flat","B1",46688059
"flat","B2",46688059
"flat","A1",46688059
"flow","B1",46684251
"literature","B1",46607011
"parent","A1",46516265
"setting","B1",46347305
"scale","A2",46307526
"stand","A1",46292709
"stand","A2",46292709
"economy","B1",46236766
"helpful","A2",46208737
"monthly","B1",46198876
"critical","B1",46136062
"frame","A2",46079991
"frame","B2",46079991
"musical","A2",46057216
"musical","B2",46057216
"definition","B1",46017042
"secretary","A2",46013973
"path","A2",45905830
"employee","B2",45719822
"chief","B1",45699591
"chief","B2",45699591
"bottom","A1",45598411
"detail","A2",45494334
"pet","A1",45445524
"begin","A1",45434902
"royal","A2",45407189
"clean","A1",45381752
"switch","B1",45332755
"guy","A1",45286019
"relevant","B2",45242119
"justice","B1",45145293
"connect","B1",45133501
"cup","A1",45032014
"basket","A2",45023597
"weekly","A2",44953365
"demand","B1",44858110
"square","A2",44784448
"attention","A2",44752502
"advance","B2",44738913
"advance","B1",44738913
"skip","B2",44681366
"diet","A2",44674077
"army","B1",44670729
"gear","B2",44569745
"difference","A1",44546845
"correct","A1",44467948
"correct","B2",44467948
"nation","A2",44429644
"piece","A1",44298807
"sheet","B1",44295187
"firm","B1",44244364
"firm","C1",44244364
"seven","A1",44224906
"species","B2",44159268
"jump","B2",44137441
"jump","A1",44137441
"resort","B1",44118980
"resort","C1",44118980
"facility","B1",44049643
"certificate","B2",43972925
"minister","B2",43931892
"motion","B2",43927084
"fashion","A2",43883676
"monitor","B1",43848202
"forest","A2",43667070
"whose","A1",43634263
"coverage","C1",43621558
"couple","A2",43578199
"chance","A2",43461638
"vision","B1",43425570
"ball","A1",43399906
"ending","A2",43310674
"listen","A1",43252527
"discuss","A1",43208309
"accept","A2",43171429
"naked","B1",43110969
"goal","A1",43074829
"successful","A1",43041696
"wind","A1",42974876
"wind","B2",42974876
"clinical","C1",42951421
"situation","A2",42880250
"highly","B1",42857273
"appear","A2",42801104
"emergency","A2",42770237
"developing","B2",42769271
"currency","B1",42720398
"leather","A2",42714053
"determine","B1",42707469
"temperature","A2",42645254
"palm","B1",42631203
"patient","B1",42560499
"patient","A2",42560499
"actual","B2",42552937
"historical","B1",42501329
"stone","A1",42494931
"commerce","B2",42459641
"perhaps","A2",42450144
"difficult","A1",42436311
"scientific","A2",42415451
"satellite","B1",42379243
"fit","A2",42342802
"fit","B2",42342802
"fit","B1",42342802
"fit","C1",42342802
"village","A2",42335952
"amateur","C1",42265916
"pain","B1",42182798
"particularly","B1",42160203
"coffee","A1",42086828
"buyer","B1",42024703
"cultural","B1",42022443
"easily","A2",41949287
"oral","B2",41947093
"oral","B1",41947093
"poster","A1",41893537
"edge","B1",41869418
"functional","B2",41862937
"root","A2",41835168
"closed","A1",41782645
"ice","A1",41706145
"pink","A1",41704519
"pink","A2",41704519
"balance","B1",41651718
"balance","B2",41651718
"graduate","B1",41645267
"graduate","A2",41645267
"shot","A2",41614412
"architecture","A2",41474428
"initial","B2",41372877
"initial","B1",41372877
"label","B2",41359857
"recommend","B1",41146831
"canon","B2",41144763
"league","B1",41109010
"waste","B1",41089558
"minute","A1",41061449
"bus","A1",41043865
"optional","B2",40839022
"dictionary","A1",40838300
"cold","A1",40833613
"manufacturing","B2",40781457
"chair","A1",40764005
"fishing","A1",40730311
"effort","A2",40728131
"phase","B2",40722940
"phase","C2",40722940
"bag","A1",40671821
"fantasy","B1",40666152
"motor","B1",40615655
"professor","B1",40572636
"context","A2",40568409
"shirt","A1",40501964
"generally","B1",40435813
"foot","B1",40401241
"mass","B1",40364941
"mass","B2",40364941
"crime","A2",40361756
"count","B1",40345803
"count","A2",40345803
"breast","B1",40334099
"quickly","A1",40161558
"religion","B1",40095362
"claim","B1",40085342
"claim","A2",40085342
"permission","A2",40032805
"surgery","B1",40026119
"patch","B2",39999745
"heat","A2",39971542
"heat","B1",39971542
"wild","A2",39937252
"generation","A2",39912229
"miss","A1",39897915
"chemical","A2",39891285
"chemical","B1",39891285
"task","A2",39832721
"reduce","B1",39830748
"himself","A2",39757666
"nor","B1",39753116
"component","B2",39752354
"enable","B1",39733007
"exercise","A2",39699360
"exercise","A1",39699360
"bug","A2",39672754
"guarantee","B1",39603838
"guarantee","B2",39603838
"leader","A1",39591949
"diamond","A2",39573067
"soft","A2",39440877
"alone","A2",39326417
"alone","A1",39326417
"flight","A2",39229938
"fuel","B1",39148291
"walk","A1",39129365
"wait","B2",39001376
"wait","A1",39001376
"pocket","A1",38931224
"rose","A1",38911531
"freedom","A2",38909717
"argument","A2",38902162
"competition","A2",38886455
"joint","B1",38827057
"joint","B2",38827057
"fresh","A2",38781893
"upgrade","B2",38777600
"factor","B2",38740174
"growing","B2",38729323
"stream","B1",38592422
"pick","B1",38542153
"pick","A1",38542153
"hearing","B1",38521552
"eastern","B1",38506956
"therapy","B2",38458400
"upper","B1",38341510
"administrative","B2",38339299
"serious","B1",38316678
"prime","B2",38308402
"limit","B1",38290292
"creek","B2",38159464
"quantity","B1",38123233
"urban","B2",38087999
"essential","B1",37987474
"myself","A2",37983649
"platform","B1",37930473
"load","A2",37896224
"load","B2",37896224
"immediately","B1",37857880
"heavy","A1",37668153
"recovery","B1",37644829
"merchant","B1",37569902
"comprehensive","B2",37544399
"expert","B2",37537204
"expert","A2",37537204
"universal","B2",37493474
"protect","B1",37455957
"drop","A2",37433033
"drop","A1",37433033
"solid","B1",37426444
"presentation","B1",37387206
"orange","A1",37316112
"compliance","C1",37305612
"prevent","A2",37247684
"theme","B2",37219937
"rich","A1",37200952
"rich","C1",37200952
"campaign","B2",37150011
"campaign","C1",37150011
"marine","B1",37143112
"improvement","B1",37133738
"guitar","A1",37106331
"finding","B1",37102510
"spirit","B1",36971683
"challenge","A2",36918321
"challenge","B2",36918321
"acceptance","B1",36864919
"seem","A2",36852843
"touch","A1",36831035
"touch","B1",36831035
"hire","B1",36743717
"election","B1",36728229
"suggest","A2",36726336
"branch","A2",36712083
"branch","B1",36712083
"serve","A2",36697856
"magic","A2",36676771
"mount","B1",36648260
"mount","B2",36648260
"smart","A1",36636558
"avoid","A2",36508203
"manage","A2",36439435
"corner","A1",36419737
"rank","B1",36408196
"element","B1",36306394
"birth","A1",36286070
"virus","B1",36286003
"abuse","B2",36269685
"interactive","B2",36253355
"separate","A2",36138447
"separate","B2",36138447
"quarter","A1",36134893
"procedure","B2",36129804
"leadership","B1",36108608
"define","B1",36087006
"religious","B1",36046200
"breakfast","A1",35991312
"column","A2",35986621
"faith","B2",35936559
"chain","A2",35928367
"identify","B2",35854119
"avenue","B1",35847733
"missing","A2",35813046
"approximately","B1",35797333
"domestic","B2",35724637
"reach","B1",35687918
"reach","A2",35687918
"comparison","B1",35683256
"mental","B1",35674270
"moment","A1",35660913
"sequence","B1",35643482
"inch","A2",35629597
"inch","B2",35629597
"attack","A2",35599513
"sorry","A1",35595812
"opening","B1",35538225
"damage","B1",35529909
"lab","B1",35525966
"reserve","B1",35516087
"plastic","A2",35421202
"plastic","B1",35421202
"produce","A2",35383071
"snow","A1",35358852
"snow","A2",35358852
"truth","A2",35345925
"counter","B2",35345740
"counter","B1",35345740
"failure","B1",35343900
"weekend","A1",35287380
"dollar","A1",35275336
"camp","A1",35255018
"camp","A2",35255018
"automatically","A2",35225937
"automatically","C1",35225937
"bridge","A1",35180146
"native","A2",35160636
"fill","A1",35148024
"movement","B1",35105385
"baseball","A1",35068361
"approval","B1",35046541
"chart","A2",35027490
"chart","C1",35027490
"equal","B1",34832354
"equal","B2",34832354
"adventure","A2",34807033
"profit","B2",34753530
"assistant","A2",34719060
"assistant","B1",34719060
"advertisement","A2",34681267
"expect","A2",34675677
"parking","B1",34672915
"yesterday","A1",34639311
"determined","B2",34600925
"workshop","B1",34531832
"extension","B2",34464199
"golden","A2",34416555
"completely","B1",34385075
"lighting","B2",34304870
"funny","A1",34281806
"brother","A1",34273892
"gene","B1",34266155
"portable","C1",34207743
"electrical","B1",34176498
"pattern","B1",34124878
"boat","A1",34104031
"laser","B2",34080740
"sponsor","B1",33988132
"sponsor","B2",33988132
"classical","B1",33957503
"icon","B2",33955393
"warranty","B1",33921186
"direction","A2",33868571
"basketball","A1",33848810
"delete","B1",33766846
"evening","A1",33705304
"assembly","B2",33704254
"nuclear","B1",33689967
"mouse","A1",33667003
"signal","B1",33648212
"signal","C1",33648212
"criminal","B2",33646918
"criminal","B1",33646918
"brain","A1",33612784
"sexual","B2",33595660
"powerful","A2",33538932
"dream","A1",33518573
"dream","A2",33518573
"false","A1",33476460
"cast","B2",33395024
"cast","C1",33395024
"flower","A1",33364539
"personnel","B2",33277887
"soul","B1",33173763
"promote","B1",33113081
"carry","A1",33056477
"flag","A1",33050354
"advantage","A2",32963469
"hello","A1",32960381
"maintain","B1",32942067
"tourism","B1",32925132
"priority","B2",32917021
"graphic","B1",32780694
"atom","A2",32776867
"estimated","B2",32731518
"brief","B1",32599674
"brief","C1",32599674
"brief","C2",32599674
"eight","A1",32567724
"anonymous","B2",32563033
"iron","B1",32552371
"straight","A2",32551647
"straight","A1",32551647
"script","A2",32549924
"prepared","B1",32502271
"alert","B2",32472727
"integration","C2",32462658
"tag","B2",32432108
"interview","A1",32430752
"interview","B1",32430752
"mix","B2",32428241
"mix","A2",32428241
"queen","A2",32366847
